Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2003,3,43,2,72,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2003,10,3,1,6,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2003,13,44,14,92,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2003,10,27,8,82,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2003,9,19,6,60,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2003,13,39,3,136,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2003,9,55,11,119,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2003,52,15,5,50,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2003,12,13,9,18,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2003,11,12,5,16,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2003,12,48,13,89,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2003,10,20,4,49,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2003,11,44,10,127,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2003,5,53,12,189,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2003,7,43,15,129,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2003,11,34,5,86,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2003,12,11,6,20,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2003,11,36,8,77,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2003,12,16,9,27,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2003,12,45,12,82,Des Plaines River,-9796385.089554068,5113414.579669373
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2003,12,9,4,26,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2003,11,18,2,53,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2003,12,6,3,11,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2003,10,29,12,50,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2003,12,6,&lt RL,26,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2003,10,33,12,81,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2003,12,12,2,37,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2003,12,43,15,168,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2002,12,13,4,25,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2002,12,24,7,67,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2002,12,24,5,69,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2002,12,14,7,25,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2002,10,8,4,15,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2002,12,23,6,38,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2002,12,18,9,45,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2002,12,29,10,94,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,Suspended Solids,mg/L,2002,6,19,5,28,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2002,13,4,1,6,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2002,11,16,5,42,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2002,9,13,2,28,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2002,12,15,10,24,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2002,12,21,10,32,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2002,12,30,14,50,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2002,10,16,7,32,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2002,12,19,10,53,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2002,6,40,24,59,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2002,7,41,13,70,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2002,12,7,4,12,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2002,12,15,6,44,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2002,12,22,11,46,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2002,9,26,14,47,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2002,11,28,12,62,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2002,12,18,11,34,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2002,12,15,7,25,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2002,12,12,6,17,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2002,8,38,8,74,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2002,12,28,12,57,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2002,7,7,3,18,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2002,12,4,1,17,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2002,12,33,12,75,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2002,11,22,6,60,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2002,10,31,7,84,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2002,12,29,6,79,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2002,7,32,12,67,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2002,51,16,5,45,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2002,12,12,9,16,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2002,12,18,6,82,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2002,12,30,5,76,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2002,11,20,8,44,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2002,11,29,7,62,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2002,12,23,5,69,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2002,12,31,8,65,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2002,9,19,6,32,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2002,12,12,4,27,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2002,12,26,9,66,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2002,12,13,9,26,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2002,12,28,4,61,Des Plaines River,-9796385.089554068,5113414.579669373
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2002,13,18,5,52,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2002,12,16,6,38,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2002,13,6,2,16,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2002,11,31,8,64,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2002,12,7,2,15,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2002,10,24,6,46,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2002,12,19,5,45,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2002,12,23,10,53,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,Suspended Solids,mg/L,2001,10,12,6,28,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,Suspended Solids,mg/L,2001,10,38,5,118,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,Suspended Solids,mg/L,2001,10,22,12,36,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,Suspended Solids,mg/L,2001,10,20,9,38,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,Suspended Solids,mg/L,2001,10,9,3,14,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,Suspended Solids,mg/L,2001,9,41,6,100,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,Suspended Solids,mg/L,2001,10,31,9,86,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,Suspended Solids,mg/L,2001,10,26,16,43,Des Plaines River,-9779371.53102385,5151588.097147647
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,Suspended Solids,mg/L,2001,9,8,4,17,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,Suspended Solids,mg/L,2001,9,14,5,32,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,Suspended Solids,mg/L,2001,9,10,3,25,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,Suspended Solids,mg/L,2001,10,19,10,30,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,Suspended Solids,mg/L,2001,10,18,9,27,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,34,North Branch Chicago River at Dempster Street,Suspended Solids,mg/L,2001,10,22,8,37,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,Suspended Solids,mg/L,2001,10,15,6,32,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,Suspended Solids,mg/L,2001,10,17,4,54,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,Suspended Solids,mg/L,2001,5,47,14,102,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,Suspended Solids,mg/L,2001,9,30,14,44,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,Suspended Solids,mg/L,2001,10,10,3,23,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,Suspended Solids,mg/L,2001,10,10,4,17,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,Suspended Solids,mg/L,2001,10,22,11,38,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,Suspended Solids,mg/L,2001,10,23,13,37,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,Suspended Solids,mg/L,2001,10,32,9,60,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,Suspended Solids,mg/L,2001,10,16,7,38,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,Suspended Solids,mg/L,2001,10,15,6,26,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,Suspended Solids,mg/L,2001,10,11,6,20,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,Suspended Solids,mg/L,2001,10,34,19,52,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,Suspended Solids,mg/L,2001,8,30,14,53,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,Suspended Solids,mg/L,2001,10,13,5,38,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,Suspended Solids,mg/L,2001,10,5,2,11,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,Suspended Solids,mg/L,2001,10,35,19,56,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,Suspended Solids,mg/L,2001,10,19,5,52,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,Suspended Solids,mg/L,2001,10,37,18,122,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,Suspended Solids,mg/L,2001,9,32,12,83,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,Suspended Solids,mg/L,2001,10,32,14,62,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Suspended Solids,mg/L,2001,45,15,6,39,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,Suspended Solids,mg/L,2001,9,18,11,37,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,Suspended Solids,mg/L,2001,10,17,7,32,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,Suspended Solids,mg/L,2001,46,49,9,120,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,Suspended Solids,mg/L,2001,10,17,5,34,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,Suspended Solids,mg/L,2001,10,31,15,64,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,Suspended Solids,mg/L,2001,10,28,9,52,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,Suspended Solids,mg/L,2001,10,27,16,57,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,Suspended Solids,mg/L,2001,10,17,5,32,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,Suspended Solids,mg/L,2001,10,40,13,181,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,Suspended Solids,mg/L,2001,10,11,7,16,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Stephen Street,29,Des Plaines River at Stephen Street,Suspended Solids,mg/L,2001,10,46,17,98,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,Suspended Solids,mg/L,2001,10,15,8,30,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,Suspended Solids,mg/L,2001,10,7,4,11,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,Suspended Solids,mg/L,2001,10,11,6,20,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,Suspended Solids,mg/L,2001,7,10,5,16,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,Suspended Solids,mg/L,2001,10,55,13,171,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,Suspended Solids,mg/L,2001,10,4,2,9,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,Suspended Solids,mg/L,2001,10,35,8,66,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,Suspended Solids,mg/L,2001,10,13,7,25,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,Suspended Solids,mg/L,2001,10,28,10,47,Salt Creek,-9785016.345950183,5134927.534095098
