Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2008,10,260,9300,3000,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2008,12,9,6900,840,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2008,11,20,1400,210,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2008,12,3100,13000,5300,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2008,12,60,3600,145,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2007,10,9,430,10,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2007,11,40,4900,840,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2007,11,220,5200,430,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2007,11,40,690000,110,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2007,12,40,2300,270,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2007,11,520,6400,2700,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2007,11,140,7500,640,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2007,11,99,3200,380,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2007,11,210,41000,1100,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2007,11,9,3100,70,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2007,10,90,490000,1700,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2007,9,9,1300,60,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2007,12,70,480000,220,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2007,11,130,8600,1400,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2007,12,40,710000,175,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2007,11,140,5600,450,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2007,12,60,22000,745,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2007,12,1200,9200,3450,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2007,4,290,36000,2100,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2007,5,410,25000,1800,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2007,10,9,30,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2007,12,5200,30000,7700,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2007,11,30,2600,200,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2007,11,130,12000,480,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2007,11,200,5200,530,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2007,11,370,3700,1300,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2007,11,990,17000,3400,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2007,12,800,300000,3750,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2007,10,9,8800,425,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2007,9,10,4200,40,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2007,10,300,33000,2750,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2007,11,9,7400,50,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2007,12,20,30000,3550,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2007,10,410,1500,680,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2007,10,140,1500,705,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2007,9,50,90000,340,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2007,12,20,2500,335,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2007,51,10,21000,230,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2007,12,9,860000,225,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2007,11,190,390000,470,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2007,11,20,2100,110,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2007,12,40,5400,740,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2007,11,30,3100,240,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2007,11,80,38000,310,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2007,11,140,4000,680,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2007,11,9,3200,200,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2007,11,20,5100,170,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2007,11,50,58000,880,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2007,10,320,53000,8750,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2007,11,9,2400,140,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2007,11,50,65000,450,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2007,12,4800,18000,8600,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2007,12,40,32000,3350,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2007,11,9,200000,110,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2007,11,370,20000,1300,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2007,12,9,5000,975,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2007,11,10,5000,270,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2007,12,3700,24000,6400,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2007,11,70,10000,870,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2006,11,9,960,10,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2006,11,99,4000,500,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2006,12,140,11000,705,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2006,7,90,2200,390,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2006,12,40,9400,385,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2006,11,670,5000,1300,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2006,11,99,1800,440,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2006,12,150,2300,640,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2006,12,260,24000,1400,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2006,11,9,50,20,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2006,11,20,51000,250,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2006,9,10,1500,80,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2006,12,40,210000,335,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2006,11,180,5200,500,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2006,12,60,10000,460,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2006,12,140,7100,865,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2006,12,120,7200,815,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2006,12,890,42000,3450,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2006,5,340,32000,7100,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2006,7,520,6700,2400,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2006,11,9,30,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2006,12,3500,32000,6400,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2006,12,9,3900,135,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2006,12,140,29000,480,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2006,12,160,20000,725,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2006,12,200,44000,1350,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2006,11,930,6800,2000,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2006,12,740,14000,4400,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2006,9,10,4000,120,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2006,11,9,1000,60,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2006,9,730,24000,5300,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2006,11,9,80,40,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2006,12,210,10000,765,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2006,12,130,26000,355,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2006,11,320,31000,660,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2006,12,40,1700,300,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2006,9,20,3000,350,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2006,51,20,4400,360,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2006,12,110,6400,475,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2006,12,140,43000,705,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2006,12,20,4200,375,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2006,12,30,25000,1800,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2006,12,120,3300,655,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2006,12,400,9800,1600,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2006,12,270,2100,890,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Fecal Coliform ,CFU/100mL,2006,12,20,2000,165,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Fecal Coliform ,CFU/100mL,2006,12,130,27000,1350,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Fecal Coliform ,CFU/100mL,2006,11,9,760,140,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Fecal Coliform ,CFU/100mL,2006,11,540,550000,2100,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Fecal Coliform ,CFU/100mL,2006,12,70,4500,575,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Fecal Coliform ,CFU/100mL,2006,12,140,3800,1150,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Fecal Coliform ,CFU/100mL,2006,12,4700,33000,6800,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Fecal Coliform ,CFU/100mL,2006,12,110,7500,1080,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Fecal Coliform ,CFU/100mL,2006,12,20,2000,190,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Fecal Coliform ,CFU/100mL,2006,11,330,3000,830,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Fecal Coliform ,CFU/100mL,2006,12,9,2800,770,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Fecal Coliform ,CFU/100mL,2006,12,90,12000,765,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Fecal Coliform ,CFU/100mL,2006,12,2400,20000,6050,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Fecal Coliform ,CFU/100mL,2006,12,310,8200,990,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Fecal Coliform ,CFU/100mL,2005,11,9,310,30,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Fecal Coliform ,CFU/100mL,2005,11,600,8900,2000,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Fecal Coliform ,CFU/100mL,2005,11,300,21000,830,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Fecal Coliform ,CFU/100mL,2005,11,50,360,190,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Fecal Coliform ,CFU/100mL,2005,12,30,5600,360,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Fecal Coliform ,CFU/100mL,2005,12,480,33000,2550,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Fecal Coliform ,CFU/100mL,2005,11,150,68000,1100,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Fecal Coliform ,CFU/100mL,2005,11,30,5400,690,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Fecal Coliform ,CFU/100mL,2005,12,140,14000,1445,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Fecal Coliform ,CFU/100mL,2005,12,9,990,90,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Fecal Coliform ,CFU/100mL,2005,10,40,340000,1140,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Fecal Coliform ,CFU/100mL,2005,8,9,6800,290,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Fecal Coliform ,CFU/100mL,2005,12,10,7400,145,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Fecal Coliform ,CFU/100mL,2005,12,120,2900,1165,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Fecal Coliform ,CFU/100mL,2005,12,30,11000,225,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Fecal Coliform ,CFU/100mL,2005,11,320,8500,860,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Fecal Coliform ,CFU/100mL,2005,12,60,14000,1360,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Fecal Coliform ,CFU/100mL,2005,12,860,57000,4800,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Fecal Coliform ,CFU/100mL,2005,4,400,3200,1505,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Fecal Coliform ,CFU/100mL,2005,4,150,20000,4805,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Fecal Coliform ,CFU/100mL,2005,11,9,60,10,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Fecal Coliform ,CFU/100mL,2005,12,2200,280000,8500,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Fecal Coliform ,CFU/100mL,2005,12,30,1200,190,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Fecal Coliform ,CFU/100mL,2005,12,60,3500,530,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Fecal Coliform ,CFU/100mL,2005,10,130,4700,640,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Fecal Coliform ,CFU/100mL,2005,12,600,13000,1650,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Fecal Coliform ,CFU/100mL,2005,12,710,13000,2500,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Fecal Coliform ,CFU/100mL,2005,12,200,20000,3200,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Fecal Coliform ,CFU/100mL,2005,9,10,330000,130,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Fecal Coliform ,CFU/100mL,2005,9,20,480,70,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Fecal Coliform ,CFU/100mL,2005,8,3400,200000,11400,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Fecal Coliform ,CFU/100mL,2005,10,10,4300,35,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Fecal Coliform ,CFU/100mL,2005,12,270,28000,2500,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2005,12,30,25000,465,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2005,7,40,28000,160,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2005,10,140,4800,405,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Skokie River at Lake-Cook Road,Fecal Coliform ,CFU/100mL,2005,11,40,21000,640,Skokie River,-9773171.65434657,5183881.030230567
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Fecal Coliform ,CFU/100mL,2005,52,9,7600,205,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Fecal Coliform ,CFU/100mL,2005,10,30,1500,385,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Fecal Coliform ,CFU/100mL,2005,12,200,9700,870,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Fecal Coliform ,CFU/100mL,2005,12,9,9500,230,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Fecal Coliform ,CFU/100mL,2005,12,30,42000,905,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Fecal Coliform ,CFU/100mL,2005,12,30,99000,580,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Fecal Coliform ,CFU/100mL,2005,12,60,28000,905,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Fecal Coliform ,CFU/100mL,2005,12,130,10000,1050,Des Plaines River,-9776892.815460142,5140724.864266957
