Station Name,Station Description,Parameter Description,Units,Year,Result Count,Result Min,Result Max,Result Median,Waterway,x,y
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2006,7,104,2097,295,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2006,11,15,80,42,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2006,12,72,319,114,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2006,12,96,393,180,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2006,12,32,543,186,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2006,12,117,809,278,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2006,12,69,250,139,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2006,11,72,390,135,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2006,12,70,240,132,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2006,9,171,560,263,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2006,11,28,150,104,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2006,9,141,277,181,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2006,11,13,149,35,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2006,12,99,435,176,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2006,11,101,519,241,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2006,12,57,327,226,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2006,12,125,407,192,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2006,9,134,482,206,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2006,51,80,306,142,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2006,12,56,284,114,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2006,12,43,234,120,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2006,12,144,575,209,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2006,12,13,186,78,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2006,12,133,522,202,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2006,12,136,551,184,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2006,12,115,534,195,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2006,12,109,585,228,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2006,11,76,310,133,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2006,12,69,254,143,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2006,11,106,2355,227,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2006,12,145,548,194,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2006,12,77,257,136,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2006,12,60,184,112,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2006,12,94,502,154,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2006,13,&lt RL,217,63,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2006,11,82,159,116,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2006,12,135,414,181,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2006,12,145,521,185,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2006,12,78,215,142,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2006,12,111,474,195,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2005,11,25,149,55,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2005,11,105,462,209,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2005,11,171,728,316,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2005,10,39,288,109,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2005,12,114,692,266,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2005,12,68,401,142,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2005,11,76,506,186,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2005,12,140,314,238,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2005,12,85,531,238,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2005,12,48,69,61,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2005,10,53,185,159,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2005,8,12,177,12,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2005,12,35,312,106,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2005,12,66,324,143,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2005,12,35,306,110,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2005,11,147,694,297,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2005,12,113,669,245,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2005,12,67,421,116,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2005,4,180,850,397,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2005,4,251,802,430,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2005,11,12,81,26,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2005,12,62,574,94,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2005,12,113,435,217,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2005,12,127,500,238,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2005,10,180,1346,466,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2005,12,69,553,119,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2005,12,60,467,139,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2005,12,56,320,122,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2005,9,162,856,371,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2005,9,27,176,59,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2005,8,68,394,202,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2005,10,13,250,20,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2005,12,100,500,170,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2005,12,139,405,213,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2005,7,265,521,347,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2005,11,113,553,310,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2005,10,190,467,303,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2005,52,3,671,142,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2005,10,35,295,140,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2005,12,49,344,110,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2005,12,90,546,207,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2005,12,12,394,49,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2005,12,147,567,227,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2005,12,98,516,242,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2005,12,130,590,242,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2005,11,74,560,309,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2005,11,75,395,112,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2005,11,1,274,133,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2005,11,57,641,325,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2005,12,104,574,211,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2005,11,83,307,119,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2005,12,54,455,91,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2005,12,97,406,143,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2005,12,16,286,65,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2005,11,27,244,147,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2005,12,136,528,167,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2005,12,124,535,244,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2005,12,67,643,113,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2005,12,109,520,237,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2004,10,24,138,52,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2004,11,104,427,195,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2004,11,108,372,180,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2004,12,44,354,107,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2004,12,115,576,168,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2004,10,88,478,183,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2004,12,62,437,116,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2004,11,102,426,181,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2004,11,122,648,184,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2004,12,43,64,56,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2004,9,98,172,143,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2004,9,0,66,21,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2004,12,37,468,110,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2004,12,63,500,116,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2004,12,39,333,112,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2004,12,132,1273,195,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2004,13,106,586,186,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2004,12,74,667,152,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2004,8,218,1563,406,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2004,6,153,1112,521,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2004,10,13,65,28,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2004,12,0,356,128,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2004,12,113,408,157,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2004,12,106,893,176,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2004,10,142,492,213,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2004,12,70,857,153,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2004,12,66,396,120,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2004,12,75,320,135,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2004,11,205,728,282,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2004,9,22,192,58,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2004,7,99,457,200,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2004,9,12,211,29,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,West Branch Du Page River at Lake Street,Chloride,mg/L,2004,13,51,503,141,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,Skokie River at Lake-Cook Road,Chloride,mg/L,2004,10,130,357,195,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,Middle Fork North Branch Chicago River at Lake-Cook Road,Chloride,mg/L,2004,10,122,319,187,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,Buffalo Creek at Lake-Cook Road,Chloride,mg/L,2004,7,122,432,259,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,Des Plaines River at Lake-Cook Road,Chloride,mg/L,2004,11,87,292,175,Des Plaines River,-9786103.272410415,5183885.200209065
Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,Chloride,mg/L,2004,53,66,783,139,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,South Branch Chicago River at Loomis Street,Chloride,mg/L,2004,12,36,320,114,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,South Branch Chicago River at Madison Street,Chloride,mg/L,2004,12,35,293,115,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,Des Plaines River at Material Service Road,Chloride,mg/L,2004,11,109,524,178,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,Des Plaines River at Oakton Street,Chloride,mg/L,2004,11,94,375,179,Des Plaines River,-9782189.77125312,5164756.208222484
Oakton Street,North Shore Channel at Oakton Street,Chloride,mg/L,2004,12,13,309,64,North Shore Channel,-9763838.713194087,5164984.791142569
Ogden Avenue,Des Plaines River at Ogden Avenue,Chloride,mg/L,2004,11,111,491,177,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,Des Plaines River at Roosevelt Road,Chloride,mg/L,2004,11,101,427,176,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,Poplar Creek at Route 19,Chloride,mg/L,2004,12,98,499,186,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,Chicago Sanitary and Ship Canal at Route 83,Chloride,mg/L,2004,12,73,759,128,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,Calumet-Sag Channel at Route 83,Chloride,mg/L,2004,10,78,376,126,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,Chloride,mg/L,2004,11,66,949,235,West Branch Du Page River,-9809372.143319122,5162219.006850576
Stephen Street,Des Plaines River at Stephen Street,Chloride,mg/L,2004,11,112,515,175,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,Chloride,mg/L,2004,12,73,470,126,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,North Shore Channel at Touhy Avenue,Chloride,mg/L,2004,12,59,583,126,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,West Branch Du Page River at Walnut Street,Chloride,mg/L,2004,12,63,512,144,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,Chicago River at Wells Street,Chloride,mg/L,2004,12,12,239,84,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,Little Calumet River at Wentworth Avenue,Chloride,mg/L,2004,9,59,236,175,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,Higgins Creek at Wille Road,Chloride,mg/L,2004,11,122,263,193,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,Des Plaines River at Willow Springs Road,Chloride,mg/L,2004,11,115,496,184,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,North Branch Chicago River at Wilson Avenue,Chloride,mg/L,2004,12,71,504,155,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,Salt Creek at Wolf Road,Chloride,mg/L,2004,11,128,621,175,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,Calumet River at 130th Street,Chloride,mg/L,2003,10,25,114,55,Calumet River,-9748530.69045206,5110104.230203494
170th Street,Thorn Creek at 170th Street,Chloride,mg/L,2003,10,58,439,226,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,North Branch Chicago River at Albany Avenue,Chloride,mg/L,2003,10,155,436,181,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,Bubbly Creek at Archer Avenue,Chloride,mg/L,2003,12,36,387,118,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,Salt Creek at Arlington Heights Road,Chloride,mg/L,2003,12,106,637,194,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,Little Calumet River at Ashland Avenue,Chloride,mg/L,2003,10,73,403,193,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,Calumet-Sag Channel at Ashland Avenue,Chloride,mg/L,2003,13,47,269,168,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,Des Plaines River at Belmont Avenue,Chloride,mg/L,2003,12,99,832,179,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,Salt Creek at Brookfield Avenue,Chloride,mg/L,2003,10,100,563,148,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,Wolf Lake Drain at Burnham Avenue,Chloride,mg/L,2003,12,28,50,45,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,Grand Calumet River at Burnham Avenue,Chloride,mg/L,2003,10,63,247,184,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,North Shore Channel at Central Street,Chloride,mg/L,2003,9,11,189,15,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,Chloride,mg/L,2003,11,65,278,138,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,Chloride,mg/L,2003,13,43,510,115,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Damen Avenue,Chicago Sanitary and Ship Canal at Damen Avenue,Chloride,mg/L,2003,12,37,386,123,Chicago Sanitary and Ship Canal,-9759974.102935709,5137287.498239143
Dempster Street,North Branch Chicago River at Dempster Street,Chloride,mg/L,2003,11,146,410,165,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,Salt Creek at Devon Avenue,Chloride,mg/L,2003,12,103,701,211,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,North Branch Chicago River at Diversey Parkway,Chloride,mg/L,2003,12,77,711,118,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,West Fork North Branch Chicago River at Dundee Road,Chloride,mg/L,2003,3,137,235,173,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,Higgins Creek at Elmhurst Road,Chloride,mg/L,2003,6,&lt RL,1283,186,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,Calumet River at Ewing Avenue,Chloride,mg/L,2003,11,12,75,31,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,North Shore Channel at Foster Avenue,Chloride,mg/L,2003,12,49,393,95,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,Skokie River at Frontage Road,Chloride,mg/L,2003,12,122,328,163,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,North Branch Chicago River at Glenview Road,Chloride,mg/L,2003,3,145,340,161,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,West Fork North Branch Chicago River at Golf Road,Chloride,mg/L,2003,8,185,640,220,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,North Branch Chicago River at Grand Avenue,Chloride,mg/L,2003,12,67,640,134,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,Little Calumet River at Halsted Street,Chloride,mg/L,2003,11,71,215,113,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,Chloride,mg/L,2003,13,66,343,133,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,Salt Creek at Higgins Road,Chloride,mg/L,2003,9,94,571,214,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,Little Calumet River at Indiana Avenue,Chloride,mg/L,2003,11,28,173,81,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,Thorn Creek at Joe Orr Road,Chloride,mg/L,2003,3,71,130,83,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,Chicago River at Lake Shore Drive,Chloride,mg/L,2003,10,11,396,18,Chicago River,-9753112.184339533,5144283.186382862
