Station Name,Station Number,Station Description,Parameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2003,11,0.16,0.03,0.32,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,10,0.93,0.16,2.51,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,10,0.15,0.03,0.31,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2003,5,0.14,0.03,0.28,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2003,7,0.16,0.07,0.29,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2003,10,0.15,0.04,0.28,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,0.64,0.25,2.06,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2003,11,0.26,0.02,0.96,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,11,0.17,0.02,0.57,Des Plaines River,-9796385.089554068,5113414.579669373
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,0.6,0.24,2.05,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,1.55,0.1,4.41,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,11,0.48,0.11,0.94,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,0.8,0.07,2.1,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2003,10,0.32,0.15,0.52,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,0.33,0.15,0.7,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2003,10,0.16,0.03,0.37,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,1.37,0.22,3.11,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2003,12,0.24,0.14,0.39,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.1,0.03,0.2,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.25,0.05,0.55,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.24,0.06,1.62,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,1.12,0.65,2.75,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,10,0.3,0,1.28,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.19,0.03,0.34,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.18,&lt RL,0.37,Little Calumet River,-9758345.734333793,5108959.791525536
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.12,0,0.23,Des Plaines River,-9779371.53102385,5151588.097147647
Brookfield Avenue,109,Salt Creek at Brookfield Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,6,0.18,&lt RL,0.72,Salt Creek,-9778479.118246686,5134478.740255858
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.02,&lt RL,0.03,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,11,0.95,0.25,2.63,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,9,0.31,0.04,1.17,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.87,0.29,2.08,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.25,0.03,0.47,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.36,0.06,3.01,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,10,0.36,&lt RL,1.49,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.96,0.13,2.91,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,6,0.15,0.09,0.21,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,6,0.11,0.02,0.22,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.06,0.02,0.14,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,1.43,0.45,2.51,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.06,&lt RL,0.13,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,9,0.08,0.04,0.22,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,11,0.8,0.12,6.05,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,1.16,0.16,3.27,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.19,0.06,0.41,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.54,0.23,1.85,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,8,0.09,0.01,0.22,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.11,&lt RL,0.26,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,7,0.12,0.02,0.41,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.24,0.01,0.68,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.29,0.04,0.65,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.09,0.01,0.22,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,7,0.12,0,0.51,Buffalo Creek,-9792683.493154097,5183751.728609537
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,10,0.11,0.01,0.2,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,10,0.12,&lt RL,0.7,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2002,51,0.5,0.08,1.68,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.99,0.34,2.8,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,1.14,0.24,3.41,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.06,&lt RL,0.18,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,11,0.7,0.12,1.39,North Shore Channel,-9763838.713194087,5164984.791142569
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,11,0.07,0,0.2,Des Plaines River,-9782189.77125312,5164756.208222484
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.11,&lt RL,0.27,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.1,&lt RL,0.23,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2002,9,0.04,&lt RL,0.07,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.66,0.07,2.18,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.32,0.01,1.19,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Stephen Street,48,Chicago Sanitary and Ship Canal at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.72,0.21,1.75,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
Stephen Street,29,Des Plaines River at Stephen Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.1,0,0.27,Des Plaines River,-9796385.089554068,5113414.579669373
Touhy Avenue,36,North Shore Channel at Touhy Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.99,0.28,1.75,North Shore Channel,-9763880.193364626,5162772.158302309
Walnut Street,89,West Branch Du Page River at Walnut Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.12,&lt RL,0.27,West Branch Du Page River,-9811290.549648687,5160344.011074602
Wells Street,100,Chicago River at Wells Street,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.5,0.04,1.42,Chicago River,-9755339.676982595,5144145.544547021
Wentworth Avenue,52,Little Calumet River at Wentworth Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,11,0.23,0.11,0.39,Little Calumet River,-9743762.861862704,5099049.677060608
Wille Road,78,Higgins Creek at Wille Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.21,0.02,0.49,Higgins Creek,-9789066.534741784,5163778.873133089
Willow Springs Road,23,Des Plaines River at Willow Springs Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,10,0.07,&lt RL,0.27,Des Plaines River,-9782918.22214516,5121485.94585754
Wilson Avenue,37,North Branch Chicago River at Wilson Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,1.15,0.22,2.13,North Branch Chicago River,-9762427.895694703,5155720.021993471
Wolf Road,24,Salt Creek at Wolf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2002,12,0.22,&lt RL,0.56,Salt Creek,-9785016.345950183,5134927.534095098
130th Street,55,Calumet River at 130th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.19,0.07,0.45,Calumet River,-9748530.69045206,5110104.230203494
170th Street,97,Thorn Creek at 170th Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.28,0.03,0.53,Thorn Creek,-9748874.28283881,5099238.777878965
Albany Avenue,96,North Branch Chicago River at Albany Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.13,0.06,0.3,North Branch Chicago River,-9764088.462110577,5156857.124687181
Archer Avenue,99,Bubbly Creek at Archer Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,1.72,0.39,3.16,Bubbly Creek,-9758696.948071491,5136817.240627698
Arlington Heights Road,80,Salt Creek at Arlington Heights Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.15,&lt RL,0.43,Salt Creek,-9796254.99295483,5162818.28541295
Ashland Avenue,57,Little Calumet River at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.2,0.04,0.28,Little Calumet River,-9758345.734333793,5108959.791525536
Ashland Avenue,58,Calumet-Sag Channel at Ashland Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.22,0.12,0.28,Calumet-Sag Channel,-9758306.686186207,5109440.062465825
Belmont Avenue,19,Des Plaines River at Belmont Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.13,0.06,0.24,Des Plaines River,-9779371.53102385,5151588.097147647
Burnham Avenue ,50,Wolf Lake Drain at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.05,&lt RL,0.2,Wolf Lake Drain,-9744778.986089032,5110875.941051556
Burnham Avenue,86,Grand Calumet River at Burnham Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.96,0.45,2.4,Grand Calumet River,-9744810.951107476,5105915.20396417
Central Street,35,North Shore Channel at Central Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.18,0.11,0.42,North Shore Channel,-9761286.946422856,5170628.6171330195
Cicero Avenue,59,Calumet-Sag Channel at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.28,0.1,0.46,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
Cicero Avenue,75,Chicago Sanitary and Ship Canal at Cicero Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.67,0.25,1.66,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
Dempster Street,34,North Branch Chicago River at Dempster Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.34,0.07,2.04,North Branch Chicago River,-9772519.197048591,5167261.607014383
Devon Avenue,18,Salt Creek at Devon Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.17,0.01,0.44,Salt Creek,-9795587.075606022,5159923.790866642
Diversey Parkway,73,North Branch Chicago River at Diversey Parkway,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.69,0.26,1.9,North Branch Chicago River,-9760793.273420712,5150867.342273781
Dundee Road,106,West Fork North Branch Chicago River at Dundee Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,5,0.44,0.31,0.54,West Fork North Branch Chicago River,-9777719.3660057,5181767.818476338
Elmhurst Road,77,Higgins Creek at Elmhurst Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.19,0.03,0.46,Higgins Creek,-9789503.463971145,5164194.269628853
Ewing Avenue,49,Calumet River at Ewing Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.1,0.03,0.22,Calumet River,-9745075.86152176,5120263.120285954
Foster Avenue,101,North Shore Channel at Foster Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,1.18,0.17,3.43,North Shore Channel,-9763248.504184216,5157380.484896455
Frontage Road,105,Skokie River at Frontage Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.1,&lt RL,0.23,Skokie River,-9769467.187323028,5174142.560835846
Glenview Road,104,North Branch Chicago River at Glenview Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.1,0.03,0.16,North Branch Chicago River,-9770990.71844705,5171319.185344051
Golf Road,103,West Fork North Branch Chicago River at Golf Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.28,0.02,0.67,West Fork North Branch Chicago River,-9771841.694236573,5169273.313312094
Grand Avenue,46,North Branch Chicago River at Grand Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.85,0.22,1.72,North Branch Chicago River,-9756156.248665709,5144758.297382973
Halsted Street,76,Little Calumet River at Halsted Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.18,0.08,0.36,Little Calumet River,-9756147.689317683,5109826.122291395
Harlem Avenue,41,Chicago Sanitary and Ship Canal at Harlem Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.7,0.22,2.8,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
Higgins Road,79,Salt Creek at Higgins Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.11,&lt RL,0.35,Salt Creek,-9797375.60963822,5165675.359292448
Indiana Avenue,56,Little Calumet River at Indiana Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,8,0.13,0.06,0.17,Little Calumet River,-9753472.181457821,5108772.571885121
Joe Orr Road,54,Thorn Creek at Joe Orr Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.1,0.04,0.17,Thorn Creek,-9754419.852949658,5089457.720876058
Lake Shore Drive,74,Chicago River at Lake Shore Drive,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.29,0.02,0.71,Chicago River,-9753112.184339533,5144283.186382862
Lake Street,64,West Branch Du Page River at Lake Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.34,0.06,1.27,West Branch Du Page River,-9810939.89297938,5157781.364521299
Lake-Cook Road,32,Skokie River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.18,0.05,0.35,Skokie River,-9773171.65434657,5183881.030230567
Lake-Cook Road,31,Middle Fork North Branch Chicago River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.13,0.03,0.24,Middle Fork North Branch Chicago River,-9775428.966959778,5183330.473761027
Lake-Cook Road,13,Des Plaines River at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.08,0.04,0.16,Des Plaines River,-9786103.272410415,5183885.200209065
Lake-Cook Road,12,Buffalo Creek at Lake-Cook Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.07,0.02,0.12,Buffalo Creek,-9792683.493154097,5183751.728609537
Lockport Powerhouse,92,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,"Nitrogen, ammonia (NH3)",mg/L-N,2001,45,0.51,0.01,2.59,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
Loomis Street,108,South Branch Chicago River at Loomis Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,9,0.59,0.37,0.81,South Branch Chicago River,-9758326.630046986,5137947.951214144
Madison Street,39,South Branch Chicago River at Madison Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.68,0.12,1.19,South Branch Chicago River,-9755836.894673718,5143332.001117509
Material Service Road,91,Des Plaines River at Material Service Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,45,0.08,&lt RL,0.21,Des Plaines River,-9803757.593335949,5100729.017568359
Oakton Street,17,Des Plaines River at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.07,&lt RL,0.14,Des Plaines River,-9782189.77125312,5164756.208222484
Oakton Street,102,North Shore Channel at Oakton Street,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.38,0.16,0.78,North Shore Channel,-9763838.713194087,5164984.791142569
Ogden Avenue,22,Des Plaines River at Ogden Avenue,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.09,0.01,0.18,Des Plaines River,-9775033.160497827,5134155.08934849
Roosevelt Road,20,Des Plaines River at Roosevelt Road,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.1,0.05,0.17,Des Plaines River,-9776892.815460142,5140724.864266957
Route 19,90,Poplar Creek at Route 19,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.08,&lt RL,0.23,Poplar Creek,-9823047.74711789,5165577.94301833
Route 83,43,Calumet-Sag Channel at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.34,0.1,0.51,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
Route 83,42,Chicago Sanitary and Ship Canal at Route 83,"Nitrogen, ammonia (NH3)",mg/L-N,2001,10,0.63,0.22,1.69,Chicago Sanitary and Ship Canal,-9789421.360370245,5116449.74955103
